Identyfikator,Temat,Status,Projekt,Priorytet,Plik 1,Plik 2,Pliki inne,Data zgłoszenia
0005501,Przenikanie powierzchni płytek na progu drzwi.,przypisany,wizualizacja,wysoki,,,,2023-03-02
0005525,Nieprawidłowe zastępowanie płytek w pasach,przypisany,wizualizacja,normalny,,,,2023-03-08
0005562,Zawyżona ilość płytek w zestawieniu,przypisany,wizualizacja,wysoki,,,,2023-03-13
0005591,Pas płytek nie znika z projektu po użyciu funkcji cofnij,przypisany,wizualizacja,normalny,,,,2023-03-16
0005693,Na grupie obiektów tekstura duplikuje się zamiast rozciągać,przypisany,wizualizacja,wysoki,,,,2023-04-04
0005746,"Komunikat ""powtarzają się obszary"" przy próbie przesunięcia obszaru płytek",przypisany,wizualizacja,normalny,,,,2023-04-14
0005760,Dodatkowy obiekt w wizualizacji na konkretnym projekcie,przypisany,wizualizacja,normalny,,,,2023-04-19
0005762,otwieranie okien i drzwi we wizualizacji,nowy,wizualizacja,normalny,,,,2023-04-20
0005772,Nie działa pomiar z dokumentacji płytek,przypisany,wizualizacja,normalny,,,,2023-04-21
0005877,"Literówka w komunikacie ""powrarzają się obszary""",przypisany,wizualizacja,normalny,,,,2023-05-16
0005930,Po usunięciu i cofnięciu usunięcia drzwi i okien tracą one teksturę,przypisany,wizualizacja,wysoki,,,,2023-05-25
0005932,Po skopiowaniu lampy nie pojawia się halogen w wizualizacji,przypisany,wizualizacja,normalny,,,,2023-05-25
0006012,Niepoprawne zachowanie kontrolek światła w wizualizacji,przypisany,wizualizacja,niski,,,,2023-06-01
0006032,Brak możliwości dopasowania tekstury na szybie okna,przypisany,wizualizacja,normalny,,,,2023-06-05
0006033,Dodatkowa tekstura nakładające się w miejscu usuniętych drzwi,przypisany,wizualizacja,normalny,,,,2023-06-05
0006050,Dodatkowa szafka w wizualizacji po użyciu funkcji cofnij i ponów,przypisany,wizualizacja,normalny,,,,2023-06-07
0006087,Niewłaściwie pojawiające się hinty w wizualizacji przy wyborze płytek z bazy,przypisany,wizualizacja,niski,,,,2023-06-13
0006125,Rozszerzyć QMP o możliwość używania LZ4,nowy,wizualizacja,niski,,,,2023-06-16
0006126,Dodać zapis VBO do QMP,nowy,wizualizacja,normalny,,,,2023-06-16
0006214,możliwość przekroju we wizualizacji,nowy,wizualizacja,normalny,,,,2023-07-04
0006231,Menadżer oświetlenia,nowy,wizualizacja,normalny,,,,2023-07-06
0006232,Stałe Emitery,nowy,wizualizacja,normalny,,,,2023-07-06
0006233,Prześwietlanie wnęki okiennej,nowy,wizualizacja,normalny,,,,2023-07-06
0006234,Wczytywanie Panoramy Sferycznej,przypisany,wizualizacja,normalny,,,,2023-07-06
0006236,Zapis głębi ostrości do sceny.,nowy,wizualizacja,normalny,,,,2023-07-06
0006238,Ukrycie tekstur w renderze,nowy,wizualizacja,normalny,,,,2023-07-06
0006347,Blokada wstawiania płytek z zakładki Płytki dla płytek heksagonalnych nietypowych posiadających obrysy,przypisany,wizualizacja,wysoki,,,,2023-08-02
0006491,Na konkretnym projekcie nie widać szafy wnękowej we wizualizacji,przypisany,wizualizacja,pilny,,,,2023-08-31
0006617,Wdrożenie publikowania na google drive,przypisany,wizualizacja,pilny,,,,2023-09-20
0006631,Dziura w ścianie po wydzieleniu obszaru i usunięciu skosu,przypisany,wizualizacja,normalny,,,,2023-09-25
0006635,brak skrótów klawiaturowych,nowy,wizualizacja,normalny,,,,2023-09-26
0006689,Wartość kąta ułożenie płytek nie aktualizuje się po użyciu funkcji Przekątna,przypisany,wizualizacja,normalny,,,,2023-10-17
0006698,Artefakty w renderze widoczne przy wysokich odbiciach na konkretnej płytce z bazy Dunin,przypisany,wizualizacja,normalny,,,,2023-10-23
0006701,Propozcycję od dealera,nowy,wizualizacja,normalny,,,,2023-10-24
0006725,Niewidoczne elementy dowolne w wizualizacji w konkretnym projekcie,przypisany,wizualizacja,normalny,,,,2023-11-02
0006755,Płytek w złej skali po skopiowaniu na konkretnym projekcie,przypisany,wizualizacja,normalny,,,,2023-11-10
0006757,Undo po nałożeniu pojedynczej płytki na ścianę wycina dziurę,przypisany,wizualizacja,wysoki,,,,2023-11-10
0006836,Zmiana kolorystyki blatu nie ma wpływu na kolor obrzeża.,przypisany,wizualizacja,wysoki,,,,2023-11-30
0006847,Niewidoczne ściany w wizualizacji,zwrócony,wizualizacja,wysoki,,,,2023-12-01
0006880,Niedostępne menu płytek po zamknięciu ścieżki,przypisany,wizualizacja,normalny,,,,2023-12-11
0006950,Funkcja kopiuj obszar kopiuje tylko jedną twarz płytki,przypisany,wizualizacja,wysoki,,,,2024-01-08
0006951,Funkcja kopiuj obszar nie działa z układami płytek,przypisany,wizualizacja,wysoki,,,,2024-01-08
0006965,Płytki po losowym obróceniu traca twarze,przypisany,wizualizacja,wysoki,,,,2024-01-10
0006966,Kolorystyka zaznaczonych w zestaweiniu płytek całych i przyciętych,przypisany,wizualizacja,niski,,,,2024-01-10
0007044,Brakuje możliwości zmiany ceny w farbach oraz fugach i klejach,nowy,wizualizacja,normalny,,,,2024-02-08
0007045,Nie działa zmiana grubości fugi w opcji dla całego projektu,przypisany,wizualizacja,wysoki,,,,2024-02-08
0007053,po obliczeniach Path tracing nie działa zapis filmu w filmie,przypisany,wizualizacja,normalny,,,,2024-02-09
0007056,przenoszenie płytek i materiałów - opcja dodatkowego obszaru mogłaby być na stałe włączona,nowy,wizualizacja,normalny,,,,2024-02-09
0007057,przenoszenie materiałów/ płytek - na scenie brakuje numeracji powierzchni do odjęcia,nowy,wizualizacja,normalny,,,,2024-02-09
0007149,"Trudno złapać odpowiedni punkt, aby wykorzystać przycisk krawędź przy płytkach",przypisany,wizualizacja,normalny,,,,2024-03-06
0007206,Ctrl+z nie przywraca w wizce usuniętej ściany po wejściu w szafy wnękowe,przypisany,wizualizacja,niski,,,,2024-03-18
0007247,Brak niektórych ścian oraz podestów w konkretnym projekcie klienta,przypisany,wizualizacja,wysoki,,,,2024-03-27
0007252,Utracone tekstury w konkretnym projekcie klienta,przypisany,wizualizacja,pilny,,,,2024-03-28
0007254,Nie działa opcja pokaż światła po przeciągnięciu tekstury na konkretny model,przypisany,wizualizacja,wysoki,,,,2024-03-29
0007271,Brak tekstur w konkretnym projekcie klienta,przypisany,wizualizacja,wysoki,,,,2024-04-04
0007316,Niewidoczne opisy w fugach w bazie LM,przypisany,wizualizacja,normalny,,,,2024-04-12
0007337,Przygotowanie CAD Decor Pro do współpracy z nowym modułem ścian (Designer),przypisany,wizualizacja,normalny,,,,2024-04-16
0007347,Nie działa kliknięcie na widok podstawowy w wizualizacji,przypisany,wizualizacja,normalny,,,,2024-04-18
0007351,włączając domyślny układ paneli w lewym menu nie mieszczą się nazwy baz płytek,przypisany,wizualizacja,normalny,,,,2024-04-19
0007380,Pierwsze okienko z informacjami w renderze wyświetla się nieprzeskalowane.,przypisany,wizualizacja,niski,,,,2024-04-25
0007389,Usunięcie daty w nazwie producenta płytek,nowy,wizualizacja,normalny,,,,2024-04-29
0007393,"Po włączeniu widoczności obiektu, płytki z obiektu znikają",nowy,wizualizacja,normalny,,,,2024-04-30
0007395,Błędy w wyświetlaniu tekstur,nowy,wizualizacja,normalny,,,,2024-05-06
0007412,Nieprawidłowo rozkładająca się tekstura na łuku,przypisany,wizualizacja,wysoki,,,,2024-05-10
0007415,Kursor w nieodpowiednim miejscu w edycji tekstu w dokumentacji,przypisany,wizualizacja,wysoki,,,,2024-05-13
0007425,Obiekty nie widoczne we wizualizacji,przypisany,wizualizacja,pilny,,,,2024-05-15
0007427,Okno wyszukiwania płytek nadal nie zachowuje się optymalnie przy mocno zwiększonym DPI,przypisany,wizualizacja,normalny,,,,2024-05-16
0007428,"Double-click wyłącza opcję, mimo że widnieje jako włączona",przypisany,wizualizacja,normalny,,,,2024-05-16
0001335,W opcji wybór sprzętu agd występują dwie pozycje tego samego typu do wyboru (dwa te same rodzaje sprzętów).,zawieszony,wstawianie elementów agd,normalny,,,,2019-10-15
0006922,"Po wstawieniu AGD w jedną z szafek, znikają atrapy z reszty z nich",przypisany,wstawianie elementów agd,niski,,,,2023-12-21
0007377,Testy bazy danych - narzędzie do wstawiania wielu modeli,nowy,wstawianie elementów agd,normalny,,,,2024-04-25
0001827,Ściana przebija przez plecy regału/witryny.,przypisany,wstawianie elementów wnętrzarskich,normalny,,,,2020-02-12
0003951,Dodanie możliwości usuwania pojedyńczych modeli z bazy,nowy,wstawianie elementów wnętrzarskich,niski,,,,2022-01-18
0006703,Zmiana nazwy elemty wnętrzarskie,przypisany,wstawianie elementów wnętrzarskich,normalny,,,,2023-10-24
0006799,Data error przy próbie importu bazy użytkownika dodatków,przypisany,wstawianie elementów wnętrzarskich,wysoki,,,,2023-11-24
0007196,Po imporcie bazy użytkownika el. wnętrzarskich na innym stanowisku zaimportowane modele wstawiają się bez tekstur.,przypisany,wstawianie elementów wnętrzarskich,normalny,,,,2024-03-15
0007245,Podwójne typy w oknie wstawiana elementów wnętrzarskich,przypisany,wstawianie elementów wnętrzarskich,wysoki,,,,2024-03-27
0007265,Zmiana warstwy modelu po przeskalowaniu go,przypisany,wstawianie elementów wnętrzarskich,wysoki,,,,2024-04-03
0002123,Funkcja grupowania w trybie właściwości obiektu,przypisany,wstawianie elementów wnętrzarskich w wizualizacji,normalny,,,,2020-04-20
0003437,wstawianie elementów z siatką pomocniczą,nowy,wstawianie elementów wnętrzarskich w wizualizacji,normalny,,,,2021-07-20
0003554,Propozycja dodania pomocniczych linii wymiarowania przy wstawianiu obiektu na podłogę.,nowy,wstawianie elementów wnętrzarskich w wizualizacji,żaden,,,,2021-09-02
0003555,Przyciąganie do obiektów w Trybie Podłoga nie działa na obiektach oddalonych od ścian,nowy,wstawianie elementów wnętrzarskich w wizualizacji,normalny,,,,2021-09-02
0003661,Każda ustawiona nowa skala obiektu ustawia się na 1.0,nowy,wstawianie elementów wnętrzarskich w wizualizacji,normalny,,,,2021-10-01
0003673,Propozycja dodania informacji o wymiarach wstawianego modelu.,nowy,wstawianie elementów wnętrzarskich w wizualizacji,żaden,,,,2021-10-06
0003687,Uniezależnienie miarki od obiektów,nowy,wstawianie elementów wnętrzarskich w wizualizacji,normalny,,,,2021-10-11
0003985,"Dodanie możliwości sortowania ""typ""",nowy,wstawianie elementów wnętrzarskich w wizualizacji,niski,,,,2022-02-01
0005184,Cięcie modeli,nowy,wstawianie elementów wnętrzarskich w wizualizacji,normalny,,,,2023-01-16
0000470,Wolna wymiana zestawów i wstawianie szafek,przypisany,wstawianie szafek kuchennych,wysoki,,,,2019-02-20
0001379,Brak przycisku Wybór sprzętu AGD przy szafkach z ekspresem,zwrócony,wstawianie szafek kuchennych,normalny,,,,2019-10-28
0001778,Nie ma przycisku uchwyty przy edycji szafki narożnej prostej z b.u,przypisany,wstawianie szafek kuchennych,wysoki,,,,2020-01-28
0003115,Niespójność wymiarów podczas filtrowania szafek z bazy uniwersalnej i BU,przypisany,wstawianie szafek kuchennych,normalny,,,,2021-03-08
0003207,wybór szafek kuchennych,przypisany,wstawianie szafek kuchennych,normalny,,,,2021-04-14
0003412,Znikające wymiary szafek,przypisany,wstawianie szafek kuchennych,normalny,,,,2021-07-12
0003552,"Brak opcji ""Wybór sprzętu AGD"" dla szafki użytkownika posiadającej typ frontu AGD.",przypisany,wstawianie szafek kuchennych,normalny,,,,2021-09-01
0004434,Możliwość zmiany wysokości frontu bez skalowania uchwytu,nowy,wstawianie szafek kuchennych,normalny,,,,2022-07-13
0004491,zapamiętanie położenia uchwytów,nowy,wstawianie szafek kuchennych,normalny,,,,2022-08-09
0005400,Szafki z podwyższoną podłogą wstawiają się z podłogą na poziomie 0,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-02-17
0005416,Znikające cokoły przy zmianie wymiarów szafki.,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-02-21
0005417,Przejście do edycji->zaawansowane powoduje zapisywanie wymiaru edytowanej szafki,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-02-21
0005428,Błędne zachowanie zielonych linii technicznych dla regału łukowego,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-02-22
0005600,"Przy wstawianiu szafki z Bazy Użytkownika uchwyt ""Gałka_5"" bez wzoru",przypisany,wstawianie szafek kuchennych,normalny,,,,2023-03-16
0005789,Niekontrolowane przeskakiwanie kursora po podglądach zestawów na zakładce baza użytkownika,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-04-25
0006129,Podczas wstawiania szafek co któraś szafka nie wstawia się na lewe kliknięcie myszy i trzeba powtarzać operację.,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-06-16
0006486,Brak tekstury w wizualizacji dla poszczególnych elementów szafek użytkownika,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-08-30
0006562,Fronty rozjeżdżają się po wymianie zestawów,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-09-06
0006580,Przesuwanie uchwytów /srod przestaje działać poprawnie,przypisany,wstawianie szafek kuchennych,normalny,,,,2023-09-08
0006662,Brak możliwości wyboru schematu uchwytów dla szafki użytkownika,przypisany,wstawianie szafek kuchennych,wysoki,,,,2023-10-05
0007171,"Edycja parametrów szafki z bns user z wstawionym sprzętem agd powoduje, że wraca atrapa",przypisany,wstawianie szafek kuchennych,wysoki,,,,2024-03-11
0000204,SUGESTIE - Szafki a Rozkrój,nowy,wycena,normalny,,,,2018-12-07
0002073,cokół dodany przez użytkownika nie pojawia się w wycenie,przypisany,wycena,normalny,,,,2020-04-10
0002798,wycena materiałowa w Kuchniach,nowy,wycena,normalny,,,,2020-10-19
0003088,Po zmianie koloru cokołu w drugiej szafce kuchennej w wycenie pojawia się tylko drugi cokół.,przypisany,wycena,normalny,,,,2021-02-18
0003145,"Błąd ""Wielokrokowa operacja wygenrowała błędy. Sprawdź wszystkie wartości stanu."" przy próbie zapisania wyposażenia szafki",przypisany,wycena,normalny,,,,2021-03-18
0004186,zapisane pliki CSV z poziomu wyceny nie są widoczne w CAD Rozkrój,przypisany,wycena,normalny,,,,2022-04-05
0004273,Wspólna wycena,nowy,wycena,normalny,,,,2022-05-17
0004350,wycena nie uwzględnia cokołu oraz uchwytów w szafkachk z bazy użytkownika,zawieszony,wycena,wysoki,,,,2022-06-07
0004476,"Brak wyceny uchwytów, cokołów i listew dla szafek wstawionych z bazy użytkownika",przypisany,wycena,normalny,,,,2022-08-04
0004973,całościowa wycena,nowy,wycena,normalny,,,,2022-12-01
0005109,Błędy związane z edycją szafki,przypisany,wycena,niski,,,,2023-01-02
0005207,Brak numeracji dla szafek w wycenie,przypisany,wycena,normalny,,,,2023-01-19
0006268,"Po usunięciu obiektu i zrobieniu ""UNDO"", obiekt nie wraca do wyceny",przypisany,wycena,normalny,,,,2023-07-14
0006788,Błędna numeracja w wycenie na projekcie ze starszej wersji.,przypisany,wycena,niski,,,,2023-11-21
0007364,Nie wyswietla cen w wycenie w wersji angielskiej.,przypisany,wycena,normalny,,,,2024-04-23
0007378,Niepoprawnie wysietlane napisy w wersji angielskiech wyceny szafek,przypisany,wycena,normalny,,,,2024-04-25
0001887,Płytki House of Tones nie optymalizują się poprawnie,przypisany,"zestawienie płytek, farb, fug, klejów",normalny,,,,2020-03-03
0003322,dodanie możliwości zapisu wycen/zestawień do plików exel,nowy,"zestawienie płytek, farb, fug, klejów",normalny,,,,2021-05-27
0004019,Pokaż/ukryj ilośc opakowań,nowy,"zestawienie płytek, farb, fug, klejów",niski,,,,2022-02-11
0004619,Błędna optymalizacja płytek,przypisany,"zestawienie płytek, farb, fug, klejów",normalny,,,,2022-09-08
0007234,"Mimo zmiany waluty w edytorze płytek, w zestawieniu nadal jest PLN",przypisany,"zestawienie płytek, farb, fug, klejów",normalny,,,,2024-03-25
