Identyfikator,Temat,Status,Projekt,Priorytet,Plik 1,Plik 2,Pliki inne,Data zgłoszenia
0006173,Podesty - ilość podziałów dla zaokrąglania,nowy,Designer,normalny,,,,2023-06-23
0006174,Reset obrotów do płaszczyzny z możliwością dosunięcia,nowy,Designer,normalny,,,,2023-06-23
0006175,Cokoły - brak narzędzia,przypisany,Designer,normalny,,,,2023-06-23
0006298,przycisk narzędzia balustrady - zmienić hint na Wstaw balustradę,nowy,Designer,normalny,,,,2023-07-21
0006299,"modele schodów, balustrady - brak podglądu modeli lub konstrukcji (schody)",przypisany,Designer,normalny,,,,2023-07-21
0006324,Stropy - ustalenia komunikatów,przypisany,Designer,normalny,,,,2023-07-28
0006447,"Dodawanie poziomów pod przyciskiem ""P+"" nie jest zablokowane na ostatnim piętrze +1, można je dodawać w nieskończoność",zawieszony,Designer,normalny,,,,2023-08-24
0006448,"Propozycja dodania checkboxa z opcją ustawienia przeźroczystości ścian z automatu na ""0"" bez konieczności ruszania suwaka",nowy,Designer,normalny,,,,2023-08-24
0006450,Wymiary prezentowane na scenie powinny wyświetlać się prostopadle do kamery żeby były bardziej czytelne,nowy,Designer,normalny,,,,2023-08-24
0006451,Ściany na aktywnym piętrze są nieprzeźroczyste i nie można w żaden sposób tego włączyć/wyłączyć poza widokiem samej siatki,nowy,Designer,normalny,,,,2023-08-24
0006499,Brak możliwości zmiany wartości skalowania przy zaznaczonych dwóch kątach,nowy,Designer,normalny,,,,2023-08-31
0006506,"Funkcja ""lustro"" nie działa z podestami",nowy,Designer,normalny,,,,2023-08-31
0006522,Wnęka/występ możliwość zmiany głębokości pomimo osiągnięcia minimalnej/maksymalnej głębokości,nowy,Designer,normalny,,,,2023-09-04
0006524,Występ wisi w powietrzu po skróceniu ściany,nowy,Designer,normalny,,,,2023-09-04
0006525,Otwór zostaje w miejscu przy zmianie poziomu ściany,nowy,Designer,normalny,,,,2023-09-04
0006530,Brak łączenia ścian działowych z zewnętrznymi w określonych przypadkach,nowy,Designer,normalny,,,,2023-09-04
0006547,Poziom wstawiana stropu nie dopasowuje się automatycznie do wysokości ścian,nowy,Designer,normalny,,,,2023-09-06
0006549,Podczas rysowania ścian nie działa undo-redo,zawieszony,Designer,normalny,,,,2023-09-06
0006550,Zmiana wyglądu i miejsca ikony Przejdź do wizualizacji,nowy,Designer,normalny,,,,2023-09-06
0006552,Sześcian - snap obiektu powinien odznaczać snapy a nie je blokować,nowy,Designer,normalny,,,,2023-09-06
0006554,Shift i LPM - działanie powinno być identyczne jak w wizualizacji,nowy,Designer,normalny,,,,2023-09-06
0006555,Niepoprawnie wyświetlana długość skosu,nowy,Designer,normalny,,,,2023-09-06
0006563,Brak możliwości określenia poziomu wstawienia podestu,przypisany,Designer,wysoki,,,,2023-09-06
0006587,Istnieje możliwość stworzenia pustych obiektów w programie co może w przyszłości generować problemy,nowy,Designer,normalny,,,,2023-09-11
0006598,Przy próbie zrobienia struktury nieukośnej z podestu i odhaczeniu checkboxa znika geometria obiektu,nowy,Designer,normalny,,,,2023-09-13
0006644,Obsługa różnych parametrów przy zaznaczeniu wielu obiektów,przypisany,Designer,niski,,,,2023-09-29
0006813,Zdublowany kod kopiowania do schowka,przypisany,Designer,niski,,,,2023-11-29
0006814,Odblokować używane modyfikacje obiektów,przypisany,Designer,natychmiastowy,,,,2023-11-29
0006817,Zwiększenie zasięgu ostatniego snapa (zamykającego pomieszczenie) w ścianach,przypisany,Designer,natychmiastowy,,,,2023-11-29
0006818,"Obiekty 2d (polilinia, prostokąt itd): do ukrycia paramsy nieużywane (kolor, grubość itd)",przypisany,Designer,natychmiastowy,,,,2023-11-29
0006820,Styl listy presetów (wyrównanie tekstu),przypisany,Designer,natychmiastowy,,,,2023-11-29
0006830,Sprawdzenie przycisków w stropie,przypisany,Designer,natychmiastowy,,,,2023-11-29
0006838,Zbyt dokładne zaznaczanie polilinii,nowy,Designer,normalny,,,,2023-11-30
0006872,Selekcja rysuje się z AA,nowy,Designer,normalny,,,,2023-12-08
0006874,Dodać możliwość obrotu znacznika podziału,przypisany,Designer,normalny,,,,2023-12-08
0006923,Wysokość ściany w bocznym panelu różna od faktycznej,nowy,Designer,normalny,,,,2023-12-21
0007071,Exceptiony - OGL_RedrawGL(HWND),nowy,Designer,normalny,,,,2024-02-14
0007133,Dodać statusbar(?) do ładowania projektu,nowy,Designer,normalny,,,,2024-03-01
0007148,Ustalenia po spotkaniu 2024-03-06 - warstwy,nowy,Designer,normalny,,,,2024-03-06
0007203,Dodać obslugę obiektów wielopiętrowych,przypisany,Designer,normalny,,,,2024-03-15
0007250,Zaznaczone za pomocą ctrl + LPM elementy przeskakują przy przesuwaniu,nowy,Designer,normalny,,,,2024-03-28
0007293,PPM w panelu wyboru modelu np. schodów niepotrzebnie zaznacza kliknięty kafelek,przypisany,Designer,normalny,,,,2024-04-10
0007298,"Błąd podczas operacji cofania (undo), gdy wcześniej wczytano plik xml",przypisany,Designer,normalny,,,,2024-04-10
0007328,Wykomentowanie kodu z TgrRectangle::RestoreState związanego z paramsami,przypisany,Designer,normalny,,,,2024-04-12
0007369,"Panel dolny zasłania komunikaty ""chmurki""",przypisany,Designer,normalny,,,,2024-04-23
0000194,SUGESTIE - Dokumentacja,nowy,dokumentacja,normalny,,,,2018-12-06
0000272,Szybka linia wymiarowa w dokumentacji nie uwzględnia modeli wnętrzarskich,nowy,dokumentacja,żaden,,,,2019-01-02
0000766,17. Skala AUTO – tak jak w starej dokumentacji.,nowy,dokumentacja,normalny,,,,2019-05-08
0000770,Róża wiatrów,nowy,dokumentacja,normalny,,,,2019-05-08
0000777,02. Kilka dokumentacji dla jednego projektu.,nowy,dokumentacja,normalny,,,,2019-05-08
0000779,powiązanie stawianiach elementów z ich symbolem graficznym na rysunku,nowy,dokumentacja,normalny,,,,2019-05-08
0000780,29. Możliwość zmiany koloru obrysu liniowego na stronie z płytkami.,nowy,dokumentacja,normalny,,,,2019-05-08
0000788,39. dodawanie własnych kreskowań,przypisany,dokumentacja,normalny,,,,2019-05-09
0001071,zmiana wypełnienia na ścianach połączona z elementami dowolnymi,zwrócony,dokumentacja,normalny,,,,2019-07-25
0001073,09. edytor tekstu,nowy,dokumentacja,normalny,,,,2019-07-26
0001089,Niekonsekwencja w łapaniu elementów dowolnych szybką linią wymiarową.,nowy,dokumentacja,normalny,,,,2019-08-01
0001185,autogeneracja kładów ze wskazaniem pomieszczenia,przypisany,dokumentacja,normalny,,,,2019-08-21
0001441,Menadżer Szablonów,nowy,dokumentacja,normalny,,,,2019-11-18
0001447,Nie tłumaczą się wpisy edytowalne - po zapisaniu dokumentacji w jednym langu i otwarciu w innym,przypisany,dokumentacja,normalny,,,,2019-11-19
0001459,Obiekty wstawione do projektu inne niż typu ściana zapisane na warstwie SCIANY-3D nie są widoczne w dokumentacji,nowy,dokumentacja,normalny,,,,2019-11-20
0001484,Przeróbka działania ustawień,przypisany,dokumentacja,normalny,,,,2019-11-22
0001495,Cofanie wklejenia obiektów na inną stronę nie cofa skalowania strony,zwrócony,dokumentacja,normalny,,,,2019-11-26
0001615,Globalne ustawienia jednostki nie zmieniają jej przy wymiarach szafek w tabelce,przypisany,dokumentacja,normalny,,,,2019-12-16
0001664,Brak spójności pomiędzy numeracją szafek w wycenie i nowej dokumentacji,zwrócony,dokumentacja,niski,,,,2020-01-07
0001669,Przesuwanie na spód/na wierzch - nie da się przesunąć prostokąta pod obiekty z cad'a,zwrócony,dokumentacja,normalny,,,,2020-01-07
0001703,Brak możliwości przesuwania elementów dowolnych,przypisany,dokumentacja,normalny,,,,2020-01-15
0001707,"Po updadzie, kład/przekrój zmieniony przez klienta usuwa tekstury na obiektach kładu.",przypisany,dokumentacja,wysoki,,,,2020-01-16
0001756,przenoszenie właściwości obiektów z rysunku głównego na kład,nowy,dokumentacja,normalny,,,,2020-01-24
0001760,Na kładzie z płytkami nie da się zamieniać tekstury płytek na kolor,przypisany,dokumentacja,normalny,,,,2020-01-24
0001793,Automatyczna skala rysunku technicznego ustawia się na 1000,zwrócony,dokumentacja,normalny,,,,2020-01-30
0001842,Autogeneracja wymiarów,przypisany,dokumentacja,normalny,,,,2020-02-19
0001907,Ujednolicenie przy zmianach w belce dolnej i bocznej.,przypisany,dokumentacja,normalny,,,,2020-03-09
0001925,Niewidoczna tekstura na stronie podłoga,przypisany,dokumentacja,normalny,,,,2020-03-11
0001966,opcja czarno-biała dla całej dokumentacji (i kreskowania dla płytek),przypisany,dokumentacja,normalny,,,,2020-03-19
0001976,Brak możliwości skalowania obrazka i logo na stronie tytułowej,nowy,dokumentacja,normalny,,,,2020-03-24
0001977,Brakuje możliwości zmiany koloru fragmentów wnętrza w szafach wnękowch,nowy,dokumentacja,normalny,,,,2020-03-24
0001981,"Przycisk ""ulubione"" w symbolach oznaczeń rysunkowych",nowy,dokumentacja,normalny,,,,2020-03-24
0001982,Brakuje możliwości zapisywania palety kolorów,nowy,dokumentacja,normalny,,,,2020-03-24
0001985,Repozytorium gotowych fragmentów dokumentacji,przypisany,dokumentacja,normalny,,,,2020-03-25
0002023,"Kolejna dodawana kartka powinna mieć format taki, jak ostatnio ustawiony na dowolnej stronie.",nowy,dokumentacja,normalny,,,,2020-03-31
0002025,Skala ostatnio wstawionego symbolu nie zapamiętuje się przy wstawianiu kolejnego takiego symbolu,nowy,dokumentacja,normalny,,,,2020-03-31
0002026,Rozmiar czcionki dla tabelki powinien przenosić się do kolejnej wstawionej,nowy,dokumentacja,normalny,,,,2020-03-31
0002027,Mało wygodne w użyciu okno edycji tekstu,nowy,dokumentacja,normalny,,,,2020-03-31
0002028,Potrzebny podgląd obrysu płytek (bez kolorów i tekstur),nowy,dokumentacja,normalny,,,,2020-03-31
0002029,Możliwość pobrania wycinka z podłogi do utworzenia symbolu w legendzie,nowy,dokumentacja,normalny,,,,2020-03-31
0002030,trudne do znalezienia funkcje z legend,nowy,dokumentacja,normalny,,,,2020-03-31
0002031,"opcja ""nie przycinaj płaszczyzn"" dla elementów dowolnych",nowy,dokumentacja,normalny,,,,2020-03-31
0002032,"jeśli wyrzuci się zabudowę z podestów z rzutu , to później nie widać jej na kładzie",nowy,dokumentacja,normalny,,,,2020-03-31
0002212,Teksty zapisane jako symbole nie wyświetlają zielonego podświetlenia po wstawieniu,przypisany,dokumentacja,normalny,,,,2020-05-08
0002258,Dodatkowy format stron - nietypowy format,nowy,dokumentacja,normalny,,,,2020-05-28
0002275,Możliwość zaznaczenia do druku/odznaczenia kilku stron na raz,nowy,dokumentacja,normalny,,,,2020-06-03
0002277,W legendzie symboli potrzebne jest wyświetlanie liczby wystąpień danego symbolu,nowy,dokumentacja,normalny,,,,2020-06-03
0002281,Możliwość zmiany kategorii symbolu,nowy,dokumentacja,normalny,,,,2020-06-03
0002282,Możliwość dodania symboli z własnych baz do dokumentacji,nowy,dokumentacja,normalny,,,,2020-06-03
0002341,Autogeneracja kładów na karcie rysunku technicznego,przypisany,dokumentacja,normalny,,,,2020-06-19
0002344,"podczas tworzenia symbolu linie kreskowe, kropkowe, kreskowo-kropkowe...nie są uwzględniane przez program",przypisany,dokumentacja,żaden,,,,2020-06-19
0002352,Dokumentacja  i poruszanie się w zakładce strony,nowy,dokumentacja,normalny,,,,2020-06-23
0002358,W przypadku wymiarów promieni łuków/okręgów nie można zmienić rodzaju znacznika,przypisany,dokumentacja,normalny,,,,2020-06-24
0002366,Brak wyświetlania cokołu w dokumentacji w bocznym przekroju mebli kuchennych,przypisany,dokumentacja,niski,,,,2020-06-26
0002453,Na nowej stronie dodanej do projektu tabelka jest ukryta,przypisany,dokumentacja,normalny,,,,2020-07-16
0002455,Przy braku Bazy_FDB i wczytaniu dokumentacji pojawia sie Error loading.,nowy,dokumentacja,wysoki,,,,2020-07-16
0002460,"Pole tekstowe przesuwa się w prawo przy odznaczaniu ""Dokuj do kartki""",przypisany,dokumentacja,niski,,,,2020-07-16
0002473,Przy grubych liniach nie widać pomarańczowego obrysu podczas edycji elementu,przypisany,dokumentacja,normalny,,,,2020-07-21
0002478,Podgląd tabelki nie pokrywa się z tabelką wstawioną do projektu,przypisany,dokumentacja,normalny,,,,2020-07-21
0002501,"Opcja ""płytki"" na stronie z Rysunkiem technicznym i innych",nowy,dokumentacja,normalny,,,,2020-07-24
0002502,Na rysunku zbiorczym brakuje opcji wyrównania rysunków względem siebie według układu współrzędnych,nowy,dokumentacja,normalny,,,,2020-07-24
0002503,"Na kładach powinna być widoczna przerywana linia symbolizująca miejsce położenia ""Granicy rysunku"" z rysunku głównego",nowy,dokumentacja,normalny,,,,2020-07-24
0002509,Błąd przy kopiowaniu rysunku zbiorczego,przypisany,dokumentacja,normalny,,,,2020-07-27
0002568,Brak sposobu na proste przywracanie ostatnio użytego narzędzia,nowy,dokumentacja,normalny,,,,2020-08-10
0002594,Wymiarowanie kątów,nowy,dokumentacja,niski,,,,2020-08-17
0002601,"Możliwość pobierania wycinka tekstury/płytki z rzutu, by potem można było to opisać",nowy,dokumentacja,normalny,,,,2020-08-18
0002604,Zawijanie tekstu który wykracza poza margines,nowy,dokumentacja,normalny,,,,2020-08-18
0002606,Brak możliwości zmiany symbolu odnośnika przy linii wymiarowej,przypisany,dokumentacja,normalny,,,,2020-08-19
0002626,Na kładzie z dwóch punktów nie widać płytek na jednej ścianie,przypisany,dokumentacja,normalny,,,,2020-08-25
0002635,"brakuje warstwy ""słupy""",przypisany,dokumentacja,normalny,,,,2020-08-26
0002649,Niewidoczny cały tekst przy checkboxie dotyczyący zmiany drzwi i okien na symbole,przypisany,dokumentacja,niski,,,,2020-08-31
0002659,Niepoprawnie zliczana płaszczyzna podłogi,przypisany,dokumentacja,wysoki,,,,2020-09-04
0002678,"Nieodpowiednio przypisany symbol do rodzaju okna/drzwi po zaznaczeniu checkboxa ""Symbole drzwi i okien""",przypisany,dokumentacja,normalny,,,,2020-09-14
0002741,Brak zapisanych zmian po ponownym wczytaniu dokumentacji,przypisany,dokumentacja,wysoki,,,,2020-10-06
0002791,"dodanie zestawień/ płytki, tekstury, elementy wnętrzarskie, wycena",nowy,dokumentacja,normalny,,,,2020-10-19
0002792,"Zestawienie tekstur (Egger, swiss krono, oraz materiałów użytkownika)",nowy,dokumentacja,normalny,,,,2020-10-19
0002854,"brakuje możliwości zmiany wielkości czcionki w opisach kładów, przekroi",przypisany,dokumentacja,normalny,,,,2020-11-10
0002873,Granice rysunku technicznego są mniejsze od domyślnie generowanej podłogi,przypisany,dokumentacja,niski,,,,2020-11-17
0002874,niezbyt czytelne te kratki i ta metryczka....do czego te kratki konkretnie maja służyć,nowy,dokumentacja,normalny,,,,2020-11-17
0002921,Dodanie opcji braku wypełnienia dla płytek w dokumentacji,nowy,dokumentacja,normalny,,,,2020-12-09
0002965,Funkcja sprawdzania pisowni,nowy,dokumentacja,normalny,,,,2021-01-08
0002966,Edycja symboli - pojawia się pozycja blaty zamniast własne,przypisany,dokumentacja,wysoki,,,,2021-01-11
0002979,Funkcja pipety w dokumentacji,nowy,dokumentacja,żaden,,,,2021-01-15
0002982,Brakuje opcji cieńszych linii w dokumentacji,nowy,dokumentacja,normalny,,,,2021-01-18
0002985,Nie można dodać zestawienia płytek do dokumentacji,nowy,dokumentacja,normalny,,,,2021-01-19
0003051,Problem z wczytaniem dokumentacji w konkretnym projekcie,przypisany,dokumentacja,normalny,,,,2021-02-05
0003054,Możliwośc wczytywania plików dwg do dokumentacji,nowy,dokumentacja,normalny,,,,2021-02-08
0003055,Różne marginesy dla strony w dokumentacji,nowy,dokumentacja,normalny,,,,2021-02-08
0003064,Tworzenie szczegółu/ detalu tzw. obwiednia ze szczegółem,nowy,dokumentacja,normalny,,,,2021-02-09
0003066,Tworzenie  prawidłowej ramki- marginesu w dokumentacji - pozwalającej wpiąć dokument w teczkę projektową.,nowy,dokumentacja,normalny,,,,2021-02-09
0003075,Możliwość pokazania półek w szafkach kuchennych,przypisany,dokumentacja,normalny,,,,2021-02-12
0003087,brakuje możliwości sortowania symboli w BU,nowy,dokumentacja,normalny,,,,2021-02-17
0003109,Nieprawidłowa widoczność elementu wnętrzarskiego w dokumentacji,przypisany,dokumentacja,normalny,,,,2021-03-02
0003160,W dokumentacji brakuje mi możliwości podpinania różnych plików pod jeden projekt.,nowy,dokumentacja,normalny,,,,2021-03-29
0003178,"Brak możliwości nadania kreskowania dla ""obiektów niezdefiniowanych"" w dokumentacji",przypisany,dokumentacja,normalny,,,,2021-04-02
0003205,blokowanie stron,nowy,dokumentacja,normalny,,,,2021-04-14
0003208,opcja sprawdzania pisowni,nowy,dokumentacja,normalny,,,,2021-04-14
0003230,"Do wydruku potrzebny jest margines, w miejscu którego można spiąć kartki",przypisany,dokumentacja,normalny,,,,2021-04-21
0003231,Potrzebna jest możliwość ustawienia różnych grubości linii dla różnych obiektów w dokumetacji,nowy,dokumentacja,normalny,,,,2021-04-21
0003232,"Logo CADProjekt na Stronie tytułowej podmienić na ikonkę oraz napis ""kliknij dwukrotnie, aby dodać logo""",nowy,dokumentacja,normalny,,,,2021-04-21
0003239,Przesunięcie nazw edytowanych stron (na stronie Spis Treści),przypisany,dokumentacja,niski,,,,2021-04-22
0003251,Obraz dodany do dokumentacji jest niewidoczny,przypisany,dokumentacja,normalny,,,,2021-04-29
0003252,Brak widoczności  grubości płyt w szafkach kuchennych w dokumentacji,przypisany,dokumentacja,normalny,,,,2021-04-29
0003254,Ściana niewidoczna na przekroju,przypisany,dokumentacja,normalny,,,,2021-04-29
0003259,Po zapisaniu szablonu tabelki w orientacji poziomej jest ona niewidoczna w orientacji pionowej.,przypisany,dokumentacja,normalny,,,,2021-05-05
0003275,Dodanie opcji brak w sposobach wypełnienia płaszczyzny przekroju,nowy,dokumentacja,normalny,,,,2021-05-10
0003314,"Niepoprawne uproszczenie obrysu, gdy obiekt jest przysłonięty przez granicę rysunku",przypisany,dokumentacja,normalny,,,,2021-05-24
0003321,Brakuje możliwości zmiany wysokości przekroju z dokładnością mm,nowy,dokumentacja,normalny,,,,2021-05-27
0003330,Losowo podczas rysowania linii wymiarowej przestają działać punkty przyciągania,przypisany,dokumentacja,normalny,,,,2021-05-28
0003357,Symbole w legendzie są niewidoczne w .dwg wygenerowanym z dokumentacji,przypisany,dokumentacja,wysoki,,,,2021-06-16
0003368,Dodatkowa strona w dokumentacji-sufit,nowy,dokumentacja,niski,,,,2021-06-22
0003387,Przekrój obrócony o 90 stopni,przypisany,dokumentacja,normalny,,,,2021-07-07
0003397,Brak możliwości zakreskowania szafy wnękowej w dokumentacji,nowy,dokumentacja,żaden,,,,2021-07-08
0003470,Na konkretnym projekcie mając włączoną miarkę nie można precyzyjnie dociągnąć kładu w wyznaczone miejsce.,przypisany,dokumentacja,normalny,,,,2021-07-28
0003501,Problem z zapisem plików dxf do folderu C:\Users,przypisany,dokumentacja,niski,,,,2021-08-12
0003523,Cokoły szafek nie są widoczne w dokumentacji,przypisany,dokumentacja,normalny,,,,2021-08-19
0003548,Ustawienia kreskowania - brakuje opcji globalnej zmiany koloru linii,nowy,dokumentacja,wysoki,,,,2021-08-31
0003553,Abnormal program termination po zamknięciu programu,przypisany,dokumentacja,normalny,,,,2021-09-01
0003614,Kolejność kładów zmienia się po wczytaniu każdego kolejnego projektu,przypisany,dokumentacja,normalny,,,,2021-09-22
0003615,Pierwszy symbol na stronie zawsze na najniższej warstwie,przypisany,dokumentacja,niski,,,,2021-09-22
0003643,Brak przewidywalności w nadawaniu nazw przekrojom/kładom po edycji nazw,przypisany,dokumentacja,normalny,,,,2021-09-30
0003644,Nie działa undo na zmiany nazw kładów i przekrojów,zwrócony,dokumentacja,normalny,,,,2021-09-30
0003645,Program nie różnicuje nazw włąsnych kładów/przekrojów z indeksami,przypisany,dokumentacja,normalny,,,,2021-09-30
0003646,Nie można włączyć indeksowania nazw kładów przekrojów jeśli w dok jest tylko jeden przekrój,przypisany,dokumentacja,normalny,,,,2021-09-30
0003647,Włączenie indeksowania naz przez wybór istniejącego indesku co zmienia nazwy istniejacych kładów/przekrojów.,przypisany,dokumentacja,normalny,,,,2021-09-30
0003655,Możliwość zapisania dwóch lub więcej dokumentacji w ramach jednego projektu,nowy,dokumentacja,normalny,,,,2021-10-01
0003665,justowanie tekstu w odnośnikach - zapamiętanie ustawień użytkownika,przypisany,dokumentacja,normalny,,,,2021-10-04
0003679,W dokumentacji na stronie podłoga nie liczy się pole powierzchni dla elementu dowolnego bez płytek,przypisany,dokumentacja,wysoki,,,,2021-10-08
0003680,W pliki pdf z dokumentacji jednostka miary na rosyjskim Windowsie nie wyświetla sie prawidłowo,przypisany,dokumentacja,wysoki,,,,2021-10-08
0003682,dodanie linków do stron www,przypisany,dokumentacja,normalny,,,,2021-10-08
0003718,mierzenie kątów oraz średnic,przypisany,dokumentacja,normalny,,,,2021-10-19
0003719,Globalne ustawiania wielkości czcionki do nazw strony,nowy,dokumentacja,normalny,,,,2021-10-19
0003720,"nazwa strony do rysunku technicznego ""rzut z góry""",nowy,dokumentacja,normalny,,,,2021-10-19
0003722,"wprowadzenie do danych projektu ""daty wykonania""",nowy,dokumentacja,normalny,,,,2021-10-19
0003723,zaciąganie do dokumentacji plików PDF,nowy,dokumentacja,normalny,,,,2021-10-19
0003724,Dodanie widoczności półek w szafkach na kładach,nowy,dokumentacja,normalny,,,,2021-10-19
0003737,wyłączenie widoczność środkowej części linii przekroju (jako opcja),nowy,dokumentacja,normalny,,,,2021-10-27
0003738,"dopisanie właściwość ""grubość znacznika"" dla linii wymiarowych",nowy,dokumentacja,normalny,,,,2021-10-27
0003739,opcja zapamiętywania nazw kład/przekrój (lub np. w ustawieniach),nowy,dokumentacja,normalny,,,,2021-10-27
0003740,obrysowanie zgodne ze standardami rys. technicznego dla drzwi i okien,nowy,dokumentacja,normalny,,,,2021-10-27
0003741,wielkości strzałek i opisów nazw kładów zgodnie z zaleceniami,przypisany,dokumentacja,normalny,,,,2021-10-27
0003764,"Skos wyświetla się tylko na kładzie ze ściany, na której jest jego krawędź",przypisany,dokumentacja,normalny,,,,2021-11-05
0003813,"dodanie linii wymiarowe, które są wyrysowane w środowisku",nowy,dokumentacja,normalny,,,,2021-11-22
0003912,okno podwójne jest wyświetlana jako pojedyncze,przypisany,dokumentacja,normalny,,,,2021-12-23
0003992,Możliwość większego manipulowania legedną np. symboli,nowy,dokumentacja,normalny,,,,2022-02-04
0004008,Po utworzeniu przekroju z załamaniem nie jest widoczny cały podest,przypisany,dokumentacja,niski,,,,2022-02-10
0004043,Możliwość tworzenia wielokolorowych symboli własnych,nowy,dokumentacja,normalny,,,,2022-02-17
0004089,Nierówne teksty w spisie treści,przypisany,dokumentacja,niski,,,,2022-03-10
0004098,Ikona widoczności warstwy pokazuje że warstwa nie jest ukryta mimo że jest,zwrócony,dokumentacja,normalny,,,,2022-03-15
0004152,Brak możliwości powrotu do indeksu przekroju po zmianie nazwy na własną,przypisany,dokumentacja,normalny,,,,2022-03-30
0004166,"Punkt, od którego mierzy się odległość symbolu powinien być w jakiś sposób zaznaczony",nowy,dokumentacja,niski,,,,2022-04-04
0004173,brakuje widoków aksonometrycznych,nowy,dokumentacja,normalny,,,,2022-04-05
0004177,brakuje możliwości zaznaczania kilku obiektów (prawe menu) np z użyciem ctrl,nowy,dokumentacja,normalny,,,,2022-04-05
0004264,rozszerzenie bazy symboli,przypisany,dokumentacja,normalny,,,,2022-05-10
0004267,"""Nieoczekiwany błąd"" na kafle.dll podczas przejścia na konkretną stronę",zwrócony,dokumentacja,normalny,,,,2022-05-12
0004277,zachowanie ustawień ukrywania warstw,przypisany,dokumentacja,normalny,,,,2022-05-18
0004300,otwieranie dokumentacji - środkowa kolumna,nowy,dokumentacja,normalny,,,,2022-05-23
0004306,Rozszerzenie stylów linii,nowy,dokumentacja,normalny,,,,2022-05-23
0004327,"Pomimo utworzonej dokumentacji, po jej załadowaniu program pokazuje 0 stron",przypisany,dokumentacja,pilny,,,,2022-05-31
0004400,brak możliwości przywoływania funkcji ppm,przypisany,dokumentacja,normalny,,,,2022-06-30
0004401,za duża domyślna wartość poziomu przekroju na stronie płytki,przypisany,dokumentacja,normalny,,,,2022-06-30
0004428,W legendzie nie ma symbolu dodanego na stronę po usunięciu jej z Rysunku zbiorczego,przypisany,dokumentacja,normalny,,,,2022-07-11
0004438,Problem z wydrukiem strony z dużą ilością danych oraz symbolami elektrycznymi,przypisany,dokumentacja,pilny,,,,2022-07-14
0004444,Firma ZAJC proponowane i oczekiwane zmiany w dokumentacji technicznej,nowy,dokumentacja,normalny,,,,2022-07-19
0004446,na przekrojach nie ma wypełnij tekstura,nowy,dokumentacja,normalny,,,,2022-07-19
0004447,pogrubianie przyłączy,nowy,dokumentacja,normalny,,,,2022-07-19
0004495,Utracona dokumentacja w projekcie,przypisany,dokumentacja,normalny,,,,2022-08-10
0004554,Zanikanie tekstu w tabelce,przypisany,dokumentacja,normalny,,,,2022-08-25
0004577,Szafka nachodząca na ścianę nie jest widoczna na kładzie,przypisany,dokumentacja,normalny,,,,2022-08-30
0004579,"Zmiana nazewnictwa funkcji ""początek płytek""",nowy,dokumentacja,niski,,,,2022-08-31
0004606,Ściana po zmianie rodzaju wypełnienia nie może być zaznaczona.,przypisany,dokumentacja,normalny,,,,2022-09-06
0004627,wypełnij teksturą na przekrojach,nowy,dokumentacja,normalny,,,,2022-09-13
0004723,Przesunięty spis treści w dokumentacji,przypisany,dokumentacja,normalny,,,,2022-10-11
0004810,Autowymiar wyjeżdżający poza stronę,zawieszony,dokumentacja,normalny,,,,2022-10-28
0004821,Płaszczyzny przekroju - rodzaj wypełnienia - BRAK,przypisany,dokumentacja,normalny,,,,2022-11-03
0004824,Widoczne krawędzie szafek na cokole,przypisany,dokumentacja,normalny,,,,2022-11-03
0004825,Dodanie kolorów do symboli własnych,przypisany,dokumentacja,normalny,,,,2022-11-03
0004840,Funkcja lustra w dokumentacji,nowy,dokumentacja,normalny,,,,2022-11-04
0004845,nie przenosi kreskowania na spód,przypisany,dokumentacja,normalny,,,,2022-11-04
0004921,ramka do opisu,nowy,dokumentacja,normalny,,,,2022-11-23
0005059,brakuje możliwości wymiarowania kątów np. ścian,nowy,dokumentacja,normalny,,,,2022-12-22
0005125,Jednostka nie zmienia się po przywróceniu ustawień domyślnych,przypisany,dokumentacja,normalny,,,,2023-01-05
0005128,Zmiana dowolnego ustawienia powoduje zmianę Skali,przypisany,dokumentacja,normalny,,,,2023-01-05
0005139,Tabelka rzutów blatów nie wyświetla wszystkich danych,przypisany,dokumentacja,normalny,,,,2023-01-06
0005253,Pipetka do pobierania kolorów w dokumentacji,przypisany,dokumentacja,normalny,,,,2023-01-27
0005257,Elementy rysowane z narzędzi lewego panelu migaja w trakcie wprowadzania,przypisany,dokumentacja,pilny,,,,2023-01-31
0005319,Brak możliwości wczytania dokumentacji w konkretnym projekcie,przypisany,dokumentacja,normalny,,,,2023-02-07
0005545,wyrównanie numeracji spisu treści,przypisany,dokumentacja,normalny,,,,2023-03-09
0005546,możliwość zapisania strony jako szablon.,nowy,dokumentacja,normalny,,,,2023-03-09
0005549,Strona niepoprawnie generuje się do PDF,przypisany,dokumentacja,pilny,,,,2023-03-09
0005570,Błąd podczas kopiowania Rysunku Zbiorczego,zwrócony,dokumentacja,normalny,,,,2023-03-13
0005619,Znikające zdjęcia z dokumentacji oraz komunikaty z błędami w projekcie klienta,przypisany,dokumentacja,wysoki,,,,2023-03-21
0005621,Błędy w dokumentacji na konretnym projekcie klienta,przypisany,dokumentacja,wysoki,,,,2023-03-21
0005646,W tabeli dokumentacji nie podczytuje się logo,przypisany,dokumentacja,wysoki,,,,2023-03-24
0005699,Zamykanie się dokumentacji w różnych momentach,przypisany,dokumentacja,normalny,,,,2023-04-06
